Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq	Is Cancer Gene (source: OncoKB)
OR13F1		9q31.1	AMP	2	0.4%	No
BEND2		Xp22.13	AMP	2	0.4%	No
DGKK		Xp11.22	AMP	2	0.4%	No
PPP4R3C		Xp21.3	AMP	2	0.4%	No
MAGEB10		Xp21.3	AMP	2	0.4%	No
DCAF8L1		Xp21.3	AMP	2	0.4%	No
VENTXP1		Xp21.3	AMP	2	0.4%	No
MAGEB16		Xp21.1	AMP	2	0.4%	No
TCP10L		21q22.11	DEL	2	0.4%	No
RNF113B		13q32.2	AMP	2	0.4%	No
ASB11		Xp22.2	AMP	2	0.4%	No
ASB9		Xp22.2	AMP	2	0.4%	No
APOBEC3D		22q13.1	DEL	2	0.4%	No
S100A16		1q21.3	AMP	2	0.4%	No
CHODL		21q21.1	DEL	2	0.4%	No
MLLT10P1		20q11.21	DEL	2	0.4%	No
ZBTB46		20q13.33	DEL	2	0.4%	No
SAMD10		20q13.33	DEL	2	0.4%	No
ABHD16B		20q13.33	DEL	2	0.4%	No
MACROD2		20p12.1	AMP	2	0.4%	No
NRSN1		6p22.3	AMP	2	0.4%	No
RPL10L		14q21.2	AMP	2	0.4%	No
SRXN1		20p13	AMP	2	0.4%	No
NANP		20p11.21	DEL	2	0.4%	No
LINC00266-1		20q13.33	DEL	2	0.4%	No
SCP2D1		20p11.23	DEL	2	0.4%	No
SIRPA		20p13	AMP	2	0.4%	No
STK35		20p13	AMP	2	0.4%	No
ITLN2		1q23.3	AMP	2	0.4%	No
ACSM6		10q23.33	AMP	2	0.4%	No
LIPJ		10q23.31	DEL	2	0.4%	No
FRMPD2		10q11.22	AMP	2	0.4%	No
DYDC1		10q23.1	AMP	2	0.4%	No
EIF5AL1		10q22.3	AMP	2	0.4%	No
PSMA8		18q11.2	AMP	2	0.4%	No
OR52B4		11p15.4	AMP	2	0.4%	No
C11ORF40		11p15.4	AMP	2	0.4%	No
OR52I2		11p15.4	AMP	2	0.4%	No
OR51E1		11p15.4	AMP	2	0.4%	No
UBQLNL		11p15.4	AMP	2	0.4%	No
MUC15		11p14.2	DEL	2	0.4%	No
LOC143666		11p15.5	AMP	2	0.4%	No
FAM76B		11q21	AMP	2	0.4%	No
LAYN		11q23.1	AMP	2	0.4%	No
PLEKHA7		11p15.2-p15.1	DEL	2	0.4%	No
SPTY2D1		11p15.1	DEL	2	0.4%	No
SPTY2D1		11p15.1	AMP	2	0.4%	No
TMEM86A		11p15.1	DEL	2	0.4%	No
ALG10B		12q12	DEL	2	0.4%	No
GLIPR1L2		12q21.2	DEL	2	0.4%	No
CPNE8		12q12	DEL	2	0.4%	No
LINC00410		13q31.3	AMP	2	0.4%	No
FAM216B		13q14.11	AMP	2	0.4%	No
LACC1		13q14.11	AMP	2	0.4%	No
LINC00330		13q14.12	AMP	2	0.4%	No
SLC38A6		14q23.1	AMP	2	0.4%	No
FRMD6-AS1		14q22.1	AMP	2	0.4%	No
ABHD12B		14q22.1	AMP	2	0.4%	No
LRFN5		14q21.1	AMP	2	0.4%	No
LYSMD4		15q26.3	AMP	2	0.4%	No
LINC00924		15q26.2	AMP	2	0.4%	No
SPATA8		15q26.2	AMP	2	0.4%	No
RNF151		16p13.3	AMP	2	0.4%	No
DNAH2		17p13.1	DEL	2	0.4%	No
DNAH2		17p13.1	AMP	2	0.4%	No
RTN4RL1		17p13.3	AMP	2	0.4%	No
SLC47A2		17p11.2	AMP	2	0.4%	No
CFAP52		17p13.1	AMP	2	0.4%	No
CCDC42		17p13.1	AMP	2	0.4%	No
PIK3R6		17p13.1	AMP	2	0.4%	No
ODF4		17p13.1	AMP	2	0.4%	No
SCGB1C1		11p15.5	AMP	2	0.4%	No
CBLN2		18q22.3	DEL	2	0.4%	No
CBLN2		18q22.3	AMP	2	0.4%	No
KLC3		19q13.32	AMP	2	0.4%	No
DACT3		19q13.32	AMP	2	0.4%	No
IGFL2		19q13.32	AMP	2	0.4%	No
LINC00906		19q12	AMP	2	0.4%	No
LINC00662		19q11	AMP	2	0.4%	No
ZNF569		19q13.12	AMP	2	0.4%	No
C1ORF74		1q32.2	AMP	2	0.4%	No
CREB3L4		1q21.3	AMP	2	0.4%	No
CIART		1q21.2	AMP	2	0.4%	No
SLC35F3		1q42.2	DEL	2	0.4%	No
LOC148709		1q32.1	AMP	2	0.4%	No
LELP1		1q21.3	AMP	2	0.4%	No
FAM78B		1q24.1	AMP	2	0.4%	No
BNIPL		1q21.3	AMP	2	0.4%	No
PYHIN1		1q23.1	AMP	2	0.4%	No
GNAS-AS1		20q13.32	AMP	2	0.4%	No
PRNT		20p13	AMP	2	0.4%	No
LINC00654		20p12.3	AMP	2	0.4%	No
SHLD1		20p12.3	AMP	2	0.4%	No
LIPI		21q11.2	DEL	2	0.4%	No
ABCC13		21q11.2	DEL	2	0.4%	No
C22ORF15		22q11.23	AMP	2	0.4%	No
C22ORF42		22q12.3	AMP	2	0.4%	No
ENTHD1		22q13.1	DEL	2	0.4%	No
ENTHD1		22q13.1	AMP	2	0.4%	No
DNAJB7		22q13.2	DEL	2	0.4%	No
DNAJB7		22q13.2	AMP	2	0.4%	No
LRATD1		2p24.3	AMP	2	0.4%	No
DTX3L		3q21.1	DEL	2	0.4%	No
TAFA4		3p14.1	DEL	2	0.4%	No
LINC00635		3q13.12	DEL	2	0.4%	No
WDR49		3q26.1	AMP	2	0.4%	No
DPPA2		3q13.13	DEL	2	0.4%	No
CCDC80		3q13.2	DEL	2	0.4%	No
BTLA		3q13.2	DEL	2	0.4%	Yes
MB21D2		3q29	DEL	2	0.4%	No
MB21D2		3q29	AMP	2	0.4%	No
PPP4R2		3p13	DEL	2	0.4%	Yes
ROPN1B		3q21.2	DEL	2	0.4%	No
C3ORF22		3q21.3	DEL	2	0.4%	No
CCDC50		3q28	AMP	2	0.4%	No
PYDC2		3q28	AMP	2	0.4%	No
SPICE1		3q13.2	DEL	2	0.4%	No
NUDT16P1		3q22.1	DEL	2	0.4%	No
LINC02085		3q12.3	DEL	2	0.4%	No
IGSF11		3q13.32	DEL	2	0.4%	No
TEX55		3q13.32	DEL	2	0.4%	No
ZNF595		4p16.3	DEL	2	0.4%	No
FAM53A		4p16.3	AMP	2	0.4%	No
CREBRF		5q35.1	DEL	2	0.4%	No
PLEKHG4B		5p15.33	AMP	2	0.4%	No
C5ORF38		5p15.33	AMP	2	0.4%	No
IRX2		5p15.33	AMP	2	0.4%	No
BTNL9		5q35.3	DEL	2	0.4%	No
BTNL9		5q35.3	AMP	2	0.4%	No
FAM71B		5q33.3	AMP	2	0.4%	No
RNF145		5q33.3	DEL	2	0.4%	No
RNF145		5q33.3	AMP	2	0.4%	No
SNRNP48		6p24.3	DEL	2	0.4%	No
SNRNP48		6p24.3	AMP	2	0.4%	No
CNKSR3		6q25.2	DEL	2	0.4%	No
RAET1L		6q25.1	DEL	2	0.4%	No
MBOAT1		6p22.3	AMP	2	0.4%	No
HDGFL1		6p22.3	AMP	2	0.4%	No
PNLDC1		6q25.3	DEL	2	0.4%	No
LINC01600		6p25.2	AMP	2	0.4%	No
LOC154449		6q27	DEL	2	0.4%	No
RUNDC3B		7q21.12	AMP	2	0.4%	No
AMOTL1		11q21	AMP	2	0.4%	No
LINC00689		7q36.3	DEL	2	0.4%	No
SLC2A7		1p36.23	DEL	2	0.4%	No
METTL27		7q11.23	AMP	2	0.4%	No
SBDSP1		7q11.23	AMP	2	0.4%	No
VPS37D		7q11.23	AMP	2	0.4%	No
NSUN5P1		7q11.23	AMP	2	0.4%	No
AGR3		7p21.1	AMP	2	0.4%	No
PEBP4		8p21.3	AMP	2	0.4%	No
CDCA2		8p21.2	AMP	2	0.4%	No
ESCO2		8p21.1	AMP	2	0.4%	Yes
FBXO16		8p21.1	AMP	2	0.4%	No
NKX6-3		8p11.21	AMP	2	0.4%	No
KCNU1		8p11.23	AMP	2	0.4%	No
DOCK8-AS1		9p24.3	AMP	2	0.4%	No
NXNL2		9q22.1	AMP	2	0.4%	No
RASEF		9q21.32	DEL	2	0.4%	No
RASEF		9q21.32	AMP	2	0.4%	No
LINC02603		9q22.32	AMP	2	0.4%	No
FAM120AOS		9q22.31	AMP	2	0.4%	No
LINC00475		9q22.31	AMP	2	0.4%	No
TSTD2		9q22.33	AMP	2	0.4%	No
ZNF782		9q22.33	AMP	2	0.4%	No
LOC158434		9q22.32	AMP	2	0.4%	No
LOC158435		9q22.32	AMP	2	0.4%	No
USP27X-AS1		Xp11.23	AMP	2	0.4%	No
FAM47A		Xp21.1	AMP	2	0.4%	No
MOSPD2		Xp22.2	AMP	2	0.4%	No
RIBC1		Xp11.22	DEL	2	0.4%	No
MAGEB6		Xp21.3	AMP	2	0.4%	No
CXORF38		Xp11.4	AMP	2	0.4%	No
CFAP58		10q25.1	DEL	2	0.4%	No
LDHAL6A		11p15.1	DEL	2	0.4%	No
LDHAL6A		11p15.1	AMP	2	0.4%	No
TMTC2		12q21.31	AMP	2	0.4%	No
C12ORF50		12q21.32	DEL	2	0.4%	No
DGKH		13q14.11	AMP	2	0.4%	No
CCDC122		13q14.11	AMP	2	0.4%	No
GPR180		13q32.1	AMP	2	0.4%	No
STOML3		13q13.3	AMP	2	0.4%	No
CLEC14A		14q21.1	AMP	2	0.4%	No
TMEM30B		14q23.1	AMP	2	0.4%	No
MDGA2		14q21.3	AMP	2	0.4%	No
OTUD7A		15q13.3	DEL	2	0.4%	No
MFSD6L		17p13.1	AMP	2	0.4%	No
ZNF519		18p11.21	AMP	2	0.4%	No
ZNF383		19q13.12	AMP	2	0.4%	No
ZNF780B		19q13.2	DEL	2	0.4%	No
SPRR4		1q21.3	AMP	2	0.4%	No
LRRN4		20p12.3	AMP	2	0.4%	No
TMPRSS6		22q12.3	DEL	2	0.4%	No
APOBEC3H		22q13.1	DEL	2	0.4%	No
WBP2NL		22q13.2	AMP	2	0.4%	No
PARP15		3q21.1	DEL	2	0.4%	No
DNAJB8		3q21.3	DEL	2	0.4%	No
GPR156		3q13.33	DEL	2	0.4%	No
CHST13		3q21.3	DEL	2	0.4%	No
KBTBD12		3q21.3	DEL	2	0.4%	No
C6ORF118		6q27	DEL	2	0.4%	No
COL22A1		8q24.23-q24.3	DEL	2	0.4%	No
IDO2		8p11.21	AMP	2	0.4%	No
ZNF169		9q22.32	AMP	2	0.4%	No
FAM47B		Xp21.1	AMP	2	0.4%	No
ARX		Xp21.3	AMP	2	0.4%	No
FAM170B		10q11.23	AMP	2	0.4%	No
TMEM273		10q11.23	AMP	2	0.4%	No
PSORS1C1		6p21.33	AMP	2	0.4%	No
PSORS1C2		6p21.33	AMP	2	0.4%	No
NUDT10		Xp11.22	AMP	2	0.4%	No
ADAMTS17		15q26.3	AMP	2	0.4%	No
PPP1R18		6p21.33	AMP	2	0.4%	No
ZNF721		4p16.3	DEL	2	0.4%	No
ABHD11-AS1		7q11.23	AMP	2	0.4%	No
SYNPO2		4q26	DEL	2	0.4%	No
NLRP6		11p15.5	AMP	2	0.4%	No
LOC171391		11p15.5	AMP	2	0.4%	No
FAM9B		Xp22.31	AMP	2	0.4%	No
FAM9C		Xp22.2	AMP	2	0.4%	No
POLR3H		22q13.2	AMP	2	0.4%	No
HIGD2A		5q35.2	DEL	2	0.4%	No
HIGD2A		5q35.2	AMP	2	0.4%	No
ZNF367		9q22.32|9q22.32	AMP	2	0.4%	No
IMMP1L		11p13	DEL	2	0.4%	No
ZFC3H1		12q21.1	DEL	2	0.4%	No
VSTM4		10q11.23	AMP	2	0.4%	No
PAOX		10q26.3	AMP	2	0.4%	No
LINC00638		14q32.33	AMP	2	0.4%	No
LINC01599		14q21.3	AMP	2	0.4%	No
DNM1P46		15q26.3	AMP	2	0.4%	No
LKAAEAR1		20q13.33	DEL	2	0.4%	No
ZNF585A		19q13.12	AMP	2	0.4%	No
CADM4		19q13.31	AMP	2	0.4%	No
LCE4A		1q21.3	AMP	2	0.4%	No
CRTC2		1q21.3	AMP	2	0.4%	No
APOBEC3A		22q13.1	DEL	2	0.4%	No
APOBEC3A		22q13.1	AMP	2	0.4%	No
APOBEC3F		22q13.1	DEL	2	0.4%	No
ALG1L		3q21.2	DEL	2	0.4%	No
LIPH		3q27.2	AMP	2	0.4%	No
DHRS7C		17p13.1	AMP	2	0.4%	No
FBXO15		18q22.3	DEL	2	0.4%	No
FBXO15		18q22.3	AMP	2	0.4%	No
HACD2		3q21.1	DEL	2	0.4%	No
FAM153B		5q35.2	DEL	2	0.4%	No
FAM153B		5q35.2	AMP	2	0.4%	No
LOC202181		5q35.3	DEL	2	0.4%	No
LOC202181		5q35.3	AMP	2	0.4%	No
STK32A		5q32	AMP	2	0.4%	No
OSTCP1		6q25.3	DEL	2	0.4%	No
TRIM39-RPP21		6p22.1	AMP	2	0.4%	No
TUBB		6p21.33	AMP	2	0.4%	No
HTRA4		8p11.22	AMP	2	0.4%	No
ADAM32		8p11.22	AMP	2	0.4%	No
ANKS6		9q22.33	AMP	2	0.4%	No
SUSD3		9q22.31	AMP	2	0.4%	No
ANO5		11p14.3	DEL	2	0.4%	No
TRIML2		4q35.2	AMP	2	0.4%	No
PIP5K1P1		6p24.3	DEL	2	0.4%	No
PIP5K1P1		6p24.3	AMP	2	0.4%	No
AMER2		13q12.13	AMP	2	0.4%	No
USP12		13q12.13	AMP	2	0.4%	No
TMEM254-AS1		10q22.3	AMP	2	0.4%	No
PLAC9		10q22.3	AMP	2	0.4%	No
MTIF3		13q12.2	AMP	2	0.4%	No
GSX1		13q12.2	AMP	2	0.4%	No
SPATA19		11q25	DEL	2	0.4%	No
LRTOMT		11q13.4	AMP	2	0.4%	No
GTSCR1		18q22.2	AMP	2	0.4%	No
FAM181B		11q14.1	AMP	2	0.4%	No
LOC220729		3q29	AMP	2	0.4%	No
ZNF485		10q11.21	AMP	2	0.4%	No
RASGEF1A		10q11.21	AMP	2	0.4%	Yes
LRRN4CL		11q12.3	AMP	2	0.4%	No
HNRNPUL2		11q12.3	AMP	2	0.4%	No
SKA3		13q12.11	AMP	2	0.4%	No
MICU2		13q12.11	AMP	2	0.4%	No
SPATA13		13q12.12	AMP	2	0.4%	No
TDRD6		6p12.3	AMP	2	0.4%	No
ZBTB12		6p21.33	AMP	2	0.4%	No
C6ORF136		6p21.33	AMP	2	0.4%	No
HIST1H2AA		6p22.2	AMP	2	0.4%	No
KDM1B		6p22.3	DEL	2	0.4%	No
KDM1B		6p22.3	AMP	2	0.4%	No
RBM24		6p22.3	DEL	2	0.4%	No
RBM24		6p22.3	AMP	2	0.4%	No
RNF182		6p23	DEL	2	0.4%	No
RNF182		6p23	AMP	2	0.4%	No
PHACTR1		6p24.1	AMP	2	0.4%	No
SMIM13		6p24.2	AMP	2	0.4%	No
SYCP2L		6p24.2	AMP	2	0.4%	No
LINC00518		6p24.3	AMP	2	0.4%	No
PXDC1		6p25.2	AMP	2	0.4%	No
SERPINB9P1		6p25.2	AMP	2	0.4%	No
ZSCAN25		7q22.1	AMP	2	0.4%	No
VWDE		7p21.3	AMP	2	0.4%	No
PRPS1L1		7p21.1	AMP	2	0.4%	No
TWISTNB		7p21.1	AMP	2	0.4%	No
GPC2		7q22.1	AMP	2	0.4%	No
FOXK1		7p22.1	AMP	2	0.4%	No
MMD2		7p22.1	AMP	2	0.4%	No
CCZ1B		7p22.1	AMP	2	0.4%	No
THSD7A		7p21.3	AMP	2	0.4%	No
SRRM3		7q11.23	AMP	2	0.4%	No
RSBN1L		7q11.23	AMP	2	0.4%	No
KIAA1324L		7q21.12	AMP	2	0.4%	No
FBXL13		7q22.1	AMP	2	0.4%	No
NAPEPLD		7q22.1	AMP	2	0.4%	No
ATXN7L1		7q22.3	AMP	2	0.4%	No
CDHR3		7q22.3	AMP	2	0.4%	No
LNX2		13q12.2	AMP	2	0.4%	No
FAM217A		6p25.2	AMP	2	0.4%	No
FERD3L		7p21.1	AMP	2	0.4%	No
SLC29A4		7p22.1	DEL	2	0.4%	No
RSPH10B		7p22.1	DEL	2	0.4%	No
RSPH10B		7p22.1	AMP	2	0.4%	No
SEMA3D		7q21.11	AMP	2	0.4%	No
CNPY4		7q22.1	AMP	2	0.4%	No
DEFB108B		11q13.4	AMP	2	0.4%	No
CDC26		9q32	AMP	2	0.4%	No
RNASEH1		2p25.3	AMP	2	0.4%	No
C21ORF91-OT1		21q21.1	DEL	2	0.4%	No
HCG27		6p21.33	AMP	2	0.4%	No
PRR14L		22q12.2	AMP	2	0.4%	No
EIF4E1B		5q35.2	DEL	2	0.4%	No
EIF4E1B		5q35.2	AMP	2	0.4%	No
SLC25A30		13q14.13	AMP	2	0.4%	No
CADM2		3p12.1	DEL	2	0.4%	No
WDR27		6q27	DEL	2	0.4%	No
ZDHHC20		13q12.11	AMP	2	0.4%	No
ANGPTL5		11q22.1	AMP	2	0.4%	No
FBXO33		14q21.1	AMP	2	0.4%	No
BPIFC		22q12.3	AMP	2	0.4%	No
C11ORF86		11q13.2	AMP	2	0.4%	No
NUDT8		11q13.2	AMP	2	0.4%	No
MIR9-3HG		15q26.1	AMP	2	0.4%	No
LCE5A		1q21.3	AMP	2	0.4%	No
MPV17L		16p13.11	AMP	2	0.4%	No
LINC01018		5p15.31	AMP	2	0.4%	No
NUP210P1		3q21.3	DEL	2	0.4%	No
TMEM211		22q11.23	AMP	2	0.4%	No
MBLAC1		7q22.1	AMP	2	0.4%	No
TCP11L2		12q23.3	AMP	2	0.4%	No
ZNF718		4p16.3	DEL	2	0.4%	No
RASGEF1C		5q35.3	DEL	2	0.4%	No
RASGEF1C		5q35.3	AMP	2	0.4%	No
RNF144B		6p22.3	AMP	2	0.4%	No
TOLLIP-AS1		11p15.5	AMP	2	0.4%	No
HIST1H2BA		6p22.2	AMP	2	0.4%	No
ADAM5		8p11.22	AMP	2	0.4%	No
PAN3		13q12.2	AMP	2	0.4%	No
COL6A5		3q22.1	DEL	2	0.4%	No
STEAP1B		7p15.3	AMP	2	0.4%	No
LMNTD2		11p15.5	AMP	2	0.4%	No
EML3		11q12.3	AMP	2	0.4%	No
GLIPR1L1		12q21.2	DEL	2	0.4%	No
OR51F1		11p15.4	AMP	2	0.4%	No
FRMD3		9q21.32	AMP	2	0.4%	No
PLCXD2		3q13.2	DEL	2	0.4%	No
ARHGAP30		1q23.3	AMP	2	0.4%	No
GCSAM		3q13.2	DEL	2	0.4%	No
C9ORF43		9q32	AMP	2	0.4%	No
CFAP126		1q23.3	AMP	2	0.4%	No
NEGR1		1p31.1	DEL	2	0.4%	Yes
GPX6		6p22.1	AMP	2	0.4%	No
DSCR9		21q22.13	AMP	2	0.4%	No
UTS2B		3q28	AMP	2	0.4%	No
LINC01366		5q35.1	DEL	2	0.4%	No
TAB3		Xp21.2	AMP	2	0.4%	No
SVIP		11p14.3	DEL	2	0.4%	No
NCR3		6p21.33	AMP	2	0.4%	No
LY6G6F		6p21.33	AMP	2	0.4%	No
MRGPRX1		11p15.1|11	DEL	2	0.4%	No
NSUN5P2		7q11.23	AMP	2	0.4%	No
SEC14L3		22q12.2	AMP	2	0.4%	No
HS6ST3		13q32.1	AMP	2	0.4%	No
PGBD3		10q11.23	AMP	2	0.4%	No
SSX6P		Xp11.23	AMP	2	0.4%	No
OR51B5		11p15.4	AMP	2	0.4%	No
ZNF311		6p22.1	AMP	2	0.4%	No
C10ORF53		10q11.23	AMP	2	0.4%	No
FUOM		10q26.3	AMP	2	0.4%	No
LINC00700		10p15.3	DEL	2	0.4%	No
BLOC1S2		10q24.31	AMP	2	0.4%	No
LINC00841		10q11.21	AMP	2	0.4%	No
OR51V1		11p15.4	AMP	2	0.4%	No
H19		11p15.5	AMP	2	0.4%	No
MIR4697HG		11q25	DEL	2	0.4%	No
KLHL35		11q13.4	AMP	2	0.4%	No
CRACR2B		11p15.5	AMP	2	0.4%	No
TMEM80		11p15.5	AMP	2	0.4%	No
TTC9C		11q12.3	AMP	2	0.4%	No
LINC00294		11p13	DEL	2	0.4%	No
IGSF22		11p15.1	DEL	2	0.4%	No
MRGPRG-AS1		11p15.4	AMP	2	0.4%	No
TRHDE-AS1		12q21.1	DEL	2	0.4%	No
LINC01559		12p13.1	DEL	2	0.4%	No
HECTD4		12q24.13	AMP	2	0.4%	No
C12ORF40		12q12	DEL	2	0.4%	No
TMPRSS12		12q13.12	AMP	2	0.4%	No
SUGT1P3		13q14.11	AMP	2	0.4%	No
LINC00639		14q21.1	AMP	2	0.4%	No
LINC01588		14q21.3	AMP	2	0.4%	No
LINC00640		14q22.1	AMP	2	0.4%	No
GPR137C		14q22.1	AMP	2	0.4%	No
LOC283683		15q11.2	DEL	2	0.4%	No
OR4N4		15q11.2	DEL	2	0.4%	No
LOC283710		15q13.3	DEL	2	0.4%	No
HERC2P3		15q11.1-q11.2	DEL	2	0.4%	No
GOLGA6L1		15q11.2	DEL	2	0.4%	No
GOLGA8IP		15q11.2	DEL	2	0.4%	No
NOMO2		16p12.3	AMP	2	0.4%	No
NPW		16p13.3	AMP	2	0.4%	No
BRICD5		16p13.3	AMP	2	0.4%	No
PGP		16p13.3	AMP	2	0.4%	No
LOC283922		16q23.1	AMP	2	0.4%	No
ZNF843		16p11.2	AMP	2	0.4%	No
TMEM114		16p13.2	AMP	2	0.4%	No
HEXD		17q25.3	DEL	2	0.4%	No
LOC284009		17p13.3	AMP	2	0.4%	No
RNF227		17p13.1	AMP	2	0.4%	No
LINC00324		17p13.1	AMP	2	0.4%	No
ANKRD20A9P		13q11	AMP	2	0.4%	No
CYP4F35P		18p11.21	AMP	2	0.4%	No
KCTD1		18q11.2	AMP	2	0.4%	No
ZADH2		18q22.3	DEL	2	0.4%	No
ZADH2		18q22.3	AMP	2	0.4%	No
SMIM21		18q23	DEL	2	0.4%	No
SMIM21		18q23	AMP	2	0.4%	No
LINC00908		18q23	AMP	2	0.4%	No
ZNF780A		19q13.2	DEL	2	0.4%	No
C19ORF54		19q13.2	DEL	2	0.4%	No
PRR19		19q13.2	AMP	2	0.4%	No
TMEM145		19q13.2	AMP	2	0.4%	No
PPP1R37		19q13.32	AMP	2	0.4%	No
NKPD1		19q13.32	AMP	2	0.4%	No
LOC284412		19q13.12	AMP	2	0.4%	No
ZNF875		19q13.12	AMP	2	0.4%	No
RIIAD1		1q21.3	AMP	2	0.4%	No
THEM5		1q21.3	AMP	2	0.4%	No
C1ORF185		1p32.3	DEL	2	0.4%	No
SYPL2		1p13.3	AMP	2	0.4%	No
CYB561D1		1p13.3	AMP	2	0.4%	No
SNHG28		1q23.2	AMP	2	0.4%	No
SPATA46		1q23.3	AMP	2	0.4%	No
C20ORF204		20q13.33	DEL	2	0.4%	No
SIRPB2		20p13	AMP	2	0.4%	No
LOC284788		20p11.21	AMP	2	0.4%	No
LOC284798		20p11.21	DEL	2	0.4%	No
FAM182A		20p11.1	DEL	2	0.4%	No
FRG1BP		20q11.1	DEL	2	0.4%	No
AATBC		21q22.3	AMP	2	0.4%	No
MIF-AS1		22q11.23	AMP	2	0.4%	No
SEC14L4		22q12.2	AMP	2	0.4%	No
LOC284933		22q13.32	AMP	2	0.4%	No
RPL23AP82		22q13.33	AMP	2	0.4%	No
ALKAL2		2p25.3	AMP	2	0.4%	No
STPG4		2p21	AMP	2	0.4%	No
IAH1		2p25.1	AMP	2	0.4%	No
FLJ33534		2p25.1	AMP	2	0.4%	No
LINC00636		3q13.12	DEL	2	0.4%	No
DNAJB8-AS1		3q21.3	DEL	2	0.4%	No
RABL3		3q13.33	DEL	2	0.4%	No
C3ORF56		3q21.3	DEL	2	0.4%	No
SLC9C1		3q13.2	DEL	2	0.4%	No
PDCL3P4		3q12.3	DEL	2	0.4%	No
TPRG1		3q28	AMP	2	0.4%	No
LINC00698		3p14.2	AMP	2	0.4%	No
LINC01091		4q28.1	DEL	2	0.4%	No
CTBP1-AS		4p16.3	DEL	2	0.4%	No
CRIPAK		4p16.3	DEL	2	0.4%	No
DOK7		4p16.3	AMP	2	0.4%	No
RNF212		4p16.3	DEL	2	0.4%	No
LINC01019		5p15.33	AMP	2	0.4%	No
EFCAB9		5q35.1	DEL	2	0.4%	No
SH3PXD2B		5q35.1	DEL	2	0.4%	No
LOC285593		5q35.2	DEL	2	0.4%	No
FAM153A		5q35.3	DEL	2	0.4%	No
ARL10		5q35.2	DEL	2	0.4%	No
ARL10		5q35.2	AMP	2	0.4%	No
LOC285626		5q33.3	AMP	2	0.4%	No
LINC01845		5q33.3	DEL	2	0.4%	No
LINC01845		5q33.3	AMP	2	0.4%	No
LINC02159		5q34	DEL	2	0.4%	No
LINC02159		5q34	AMP	2	0.4%	No
OR2V2		5q35.3	DEL	2	0.4%	No
OR2V2		5q35.3	AMP	2	0.4%	No
ZNF454		5q35.3	AMP	2	0.4%	No
C5ORF60		5q35.3	DEL	2	0.4%	No
C5ORF60		5q35.3	AMP	2	0.4%	No
LINC02112		5p15.31-p15.2	AMP	2	0.4%	No
LY86-AS1		6p25.1	AMP	2	0.4%	No
CAGE1		6p24.3	DEL	2	0.4%	No
CAGE1		6p24.3	AMP	2	0.4%	No
PACRG-AS1		6q26	DEL	2	0.4%	No
HLA-F-AS1		6p22.1	AMP	2	0.4%	No
HCG22		6p21.33	AMP	2	0.4%	No
DLX6-AS1		7q21.3	AMP	2	0.4%	No
NSMCE2		8q24.13	DEL	2	0.4%	No
LINC01591		8q24.22	DEL	2	0.4%	No
SCARA5		8p21.1	AMP	2	0.4%	No
LINC02209		8p12	AMP	2	0.4%	No
RNF5P1		8p11.22	AMP	2	0.4%	No
C9ORF47		9q22.1	AMP	2	0.4%	No
SPATA31E1		9q22.1	AMP	2	0.4%	No
LOC286238		9q22.1	AMP	2	0.4%	No
LOC286359		9q22.33	AMP	2	0.4%	No
OR13C9		9q31.1	AMP	2	0.4%	No
OR13D1		9q31.1	AMP	2	0.4%	No
MIR4290HG		9q22.2	AMP	2	0.4%	No
CFAP47		Xp21.1	AMP	2	0.4%	No
UBE2E4P		Xp22.2	AMP	2	0.4%	No
FAM133A		Xq21.32	DEL	2	0.4%	No
MAGEB18		Xp21.3	AMP	2	0.4%	No
ILDR1		3q13.33	DEL	2	0.4%	No
STON1-GTF2A1L		2p16.3	AMP	2	0.4%	No
TRARG1		17p13.3	AMP	2	0.4%	No
NOP14-AS1		4p16.3	AMP	2	0.4%	No
UBAC2		13q32.3	AMP	2	0.4%	No
KRTAP7-1		21q22.11	DEL	2	0.4%	No
KRTAP8-1		21q22.11	DEL	2	0.4%	No
KRTAP11-1		21q22.11	DEL	2	0.4%	No
KRTAP21-1		21q22.11	DEL	2	0.4%	No
KRTAP21-2		21q22.11	DEL	2	0.4%	No
NLRP9		19q13.42	AMP	2	0.4%	No
S100A7A		1q21.3	AMP	2	0.4%	No
ANO9		11p15.5	AMP	2	0.4%	No
LUZP2		11p14.3	DEL	2	0.4%	No
KRTAP5-AS1		11p15.5	AMP	2	0.4%	No
ANKRD13D		11q13.2	AMP	2	0.4%	No
B4GALNT4		11p15.5	AMP	2	0.4%	No
CSTF3-DT		11p13	DEL	2	0.4%	No
OR52L1		11p15.4	AMP	2	0.4%	No
TMEM119		12q23.3	DEL	2	0.4%	No
TAFA2		12q14.1	AMP	2	0.4%	No
LINC00550		13q21.33	DEL	2	0.4%	No
WHAMMP3		15q11.2	DEL	2	0.4%	No
PKD1P1		16p13.11	AMP	2	0.4%	No
RAB43		3q21.3	DEL	2	0.4%	No
LOC339166		17p13.2	AMP	2	0.4%	No
LOC339298		18q23	DEL	2	0.4%	No
LOC339298		18q23	AMP	2	0.4%	No
ZNF546		19q13.2	DEL	2	0.4%	No
LINGO4		1q21.3	AMP	2	0.4%	No
FLG-AS1		1q21.3	AMP	2	0.4%	No
LINC01139		1q43	DEL	2	0.4%	No
LINC01139		1q43	AMP	2	0.4%	No
