Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq	Is Cancer Gene (source: OncoKB)
LOC339593		20p12.2	AMP	2	0.4%	No
LOC339666		22q12.3	AMP	2	0.4%	No
TEX33		22q12.3	DEL	2	0.4%	No
LINC01115		2p25.3	AMP	2	0.4%	No
LOC339874		3q22.1	DEL	2	0.4%	No
C3ORF35		3p22.2	DEL	2	0.4%	No
LPP-AS2		3q27.3	DEL	2	0.4%	No
H1FX-AS1		3q21.3	DEL	2	0.4%	No
TRIML1		4q35.2	AMP	2	0.4%	No
PRR7-AS1		5q35.3	DEL	2	0.4%	No
PRR7-AS1		5q35.3	AMP	2	0.4%	No
ZC3H12D		6q25.1	DEL	2	0.4%	No
MYLK4		6p25.2	AMP	2	0.4%	No
IFITM4P		6p22.1	AMP	2	0.4%	No
COL28A1		7p21.3	AMP	2	0.4%	No
POTEA		8p11.1	AMP	2	0.4%	No
GAS2L1P2		9q22.33	AMP	2	0.4%	No
LINC01501		9q22.2	AMP	2	0.4%	No
CA5BP1		Xp22.2	AMP	2	0.4%	No
MALRD1		10p12.31	DEL	2	0.4%	No
OR52B6		11p15.4	AMP	2	0.4%	No
OTOG		11p15.1	DEL	2	0.4%	No
DCDC1		11p13	DEL	2	0.4%	No
C11ORF53		11q23.1	AMP	2	0.4%	No
SYT10		12p11.1	DEL	2	0.4%	No
SLC35F4		14q22.3-q23.1	AMP	2	0.4%	No
FMN1		15q13.3	AMP	2	0.4%	No
PKD1L3		16q22.2	AMP	2	0.4%	No
MYBPHL		1p13.3	AMP	2	0.4%	No
OR10R2		1q23.1	AMP	2	0.4%	No
FCRL6		1q23.2	AMP	2	0.4%	No
RSPO4		20p13	AMP	2	0.4%	No
TGM6		20p13	AMP	2	0.4%	No
DUBR		3q13.12	DEL	2	0.4%	No
ZNF860		3p23-p22.3	AMP	2	0.4%	No
TMPRSS7		3q13.2	DEL	2	0.4%	No
CD200R1L		3q13.2	DEL	2	0.4%	No
RTP2		3q27.3	DEL	2	0.4%	No
OSTN		3q28	AMP	2	0.4%	No
PFN3		5q35.3	DEL	2	0.4%	No
PFN3		5q35.3	AMP	2	0.4%	No
ZNF879		5q35.3	AMP	2	0.4%	No
EYS		6q12	AMP	2	0.4%	No
CAVIN4		9q31.1	AMP	2	0.4%	No
ZNF81		Xp11.23	AMP	2	0.4%	No
MPC1L		Xp11.4	AMP	2	0.4%	No
DCAF8L2		Xp21.3	AMP	2	0.4%	No
MAGEB5		Xp21.3	AMP	2	0.4%	No
TUBB8		10p15.3	DEL	2	0.4%	No
C6ORF52		6p24.2	AMP	2	0.4%	No
TBX10		11q13.2	AMP	2	0.4%	No
GATD1		11p15.5	AMP	2	0.4%	No
TMEM255B		13q34	DEL	2	0.4%	No
LINC00442		13q12.11	AMP	2	0.4%	No
LINC01193		15q11.2	DEL	2	0.4%	No
C22ORF34		22q13.33	AMP	2	0.4%	No
CFAP100		3q21.3	DEL	2	0.4%	No
ANKRD18DP		3q29	AMP	2	0.4%	No
FAM86EP		4p16.3	AMP	2	0.4%	No
NIPAL4		5q33.3	AMP	2	0.4%	No
NUP43		6q25.1	DEL	2	0.4%	No
GJC3		7q22.1	AMP	2	0.4%	No
DPY19L2P2		7q22.1	AMP	2	0.4%	No
TLR8-AS1		Xp22.2	AMP	2	0.4%	No
PLET1		11q23.1	AMP	2	0.4%	No
HCG26		6p21.33	AMP	2	0.4%	No
RAET1G		6q25.1	DEL	2	0.4%	No
LCE1A		1q21.3	AMP	2	0.4%	No
LCE1B		1q21.3	AMP	2	0.4%	No
LCE1C		1q21.3	AMP	2	0.4%	No
LCE1D		1q21.3	AMP	2	0.4%	No
LCE1E		1q21.3	AMP	2	0.4%	No
LCE1F		1q21.3	AMP	2	0.4%	No
LCE2A		1q21.3	AMP	2	0.4%	No
LCE2C		1q21.3	AMP	2	0.4%	No
LCE2D		1q21.3	AMP	2	0.4%	No
LCE3A		1q21.3	AMP	2	0.4%	No
LCE3B		1q21.3	AMP	2	0.4%	No
LCE3C		1q21.3	AMP	2	0.4%	No
LCE3E		1q21.3	AMP	2	0.4%	No
KAAG1		6p22.3	AMP	2	0.4%	No
ZNF233		19q13.31	AMP	2	0.4%	No
RFLNB		17p13.3	AMP	2	0.4%	No
IRF2BP2		1q42.3	DEL	2	0.4%	No
NCR3LG1		11p15.1	DEL	2	0.4%	No
NCR3LG1		11p15.1	AMP	2	0.4%	No
TBC1D10C		11q13.2	AMP	2	0.4%	No
WASH3P		15q26.3	AMP	2	0.4%	No
SIMC1		5q35.2	DEL	2	0.4%	No
SIMC1		5q35.2	AMP	2	0.4%	No
GUSBP4		6p11.2	AMP	2	0.4%	No
TRIM73		7q11.23	AMP	2	0.4%	No
SLC26A5		7q22.1	AMP	2	0.4%	No
ERCC6L2		9q22.32	AMP	2	0.4%	No
SDC4P		22q12.2	AMP	2	0.4%	No
TRIM74		7q11.23	AMP	2	0.4%	No
PICSAR		21q22.3	AMP	2	0.4%	No
LINC00317		21q21.1	DEL	2	0.4%	No
NHLRC1		6p22.3	DEL	2	0.4%	No
NHLRC1		6p22.3	AMP	2	0.4%	No
CHKB-CPT1B		22q13.33	AMP	2	0.4%	No
KCTD8		4p13	AMP	2	0.4%	No
KCTD4		13q14.12-q14.13	AMP	2	0.4%	No
MRGPRG		11p15.4	AMP	2	0.4%	No
SUMO4		6q25.1	DEL	2	0.4%	No
C6ORF120		6q27	DEL	2	0.4%	No
KRTAP5-1		11p15.5	AMP	2	0.4%	No
KRTAP5-3		11p15.5	AMP	2	0.4%	No
KRTAP5-4		11p15.5	AMP	2	0.4%	No
KRTAP5-10		11q13.4	AMP	2	0.4%	No
HIST1H2APS1		6p22.2	AMP	2	0.4%	No
LINC00320		21q21.1	DEL	2	0.4%	No
RASL11A		13q12.2	AMP	2	0.4%	No
IFITM5		11p15.5	AMP	2	0.4%	No
FAM99A		11p15.5	AMP	2	0.4%	No
OR56B1		11p15.4	AMP	2	0.4%	No
INSC		11p15.2	AMP	2	0.4%	No
LINC02764		11q23.1	AMP	2	0.4%	No
RPL13AP20		12p13.1	DEL	2	0.4%	No
C1QTNF9B		13q12.12	AMP	2	0.4%	No
SHISA2		13q12.13	AMP	2	0.4%	No
NHLRC3		13q13.3	AMP	2	0.4%	No
SERP2		13q14.11	AMP	2	0.4%	Yes
TMEM179		14q32.33	AMP	2	0.4%	No
SPATA41		15q26.3	AMP	2	0.4%	No
SPDYE4		17p13.1	AMP	2	0.4%	No
CEACAM16		19q13.31-q13.32	AMP	2	0.4%	No
BLOC1S3		19q13.32	AMP	2	0.4%	No
LYSMD1		1q21.3	AMP	2	0.4%	No
HRNR		1q21.3	AMP	2	0.4%	No
FLG2		1q21.3	AMP	2	0.4%	No
C1ORF189		1q21.3	AMP	2	0.4%	No
COA6		1q42.2	DEL	2	0.4%	No
LOC388780		20p13	AMP	2	0.4%	No
SMIM26		20p11.23	DEL	2	0.4%	No
LOC388813		21q11.2	DEL	2	0.4%	No
MIR99AHG		21q21.1	DEL	2	0.4%	No
LRRC14B		5p15.33	AMP	2	0.4%	No
PSMG4		6p25.2	AMP	2	0.4%	No
SFTA2		6p21.33	AMP	2	0.4%	No
IYD		6q25.1	DEL	2	0.4%	No
RBAKDN		7p22.1	AMP	2	0.4%	No
LAMTOR4		7q22.1	AMP	2	0.4%	No
NUGGC		8p21.1	AMP	2	0.4%	No
C8ORF86		8p11.22	AMP	2	0.4%	No
ALKAL1		8q11.23	AMP	2	0.4%	No
LOC389765		9q21.33	AMP	2	0.4%	No
C9ORF153		9q21.33	AMP	2	0.4%	No
SPACA5		Xp11.23	AMP	2	0.4%	No
USP27X		Xp11.23	AMP	2	0.4%	No
CENPVL1		Xp11.22	AMP	2	0.4%	No
LOC389906		Xp22.33	AMP	2	0.4%	No
OR52K1		11p15.4	AMP	2	0.4%	No
OR52I1		11p15.4	AMP	2	0.4%	No
OR51D1		11p15.4	AMP	2	0.4%	No
OR52A5		11p15.4	AMP	2	0.4%	No
OR51B6		11p15.4	AMP	2	0.4%	No
OR51M1		11p15.4	AMP	2	0.4%	No
OR51Q1		11p15.4	AMP	2	0.4%	No
OR51I1		11p15.4	AMP	2	0.4%	No
OR51I2		11p15.4	AMP	2	0.4%	No
OR52D1		11p15.4	AMP	2	0.4%	No
OR52H1		11p15.4	AMP	2	0.4%	No
OR52N4		11p15.4	AMP	2	0.4%	No
OR52N5		11p15.4	AMP	2	0.4%	No
OR52N2		11p15.4	AMP	2	0.4%	No
OR52E6		11p15.4	AMP	2	0.4%	No
OR52E8		11p15.4	AMP	2	0.4%	No
OR52E4		11p15.4	AMP	2	0.4%	No
OR56A3		11p15.4	AMP	2	0.4%	No
OR56A5		11p15.4	AMP	2	0.4%	No
GPR152		11q13.2	AMP	2	0.4%	No
DOC2GP		11q13.2	AMP	2	0.4%	No
KDM4E		11q21	AMP	2	0.4%	No
GOLGA8EP		15q11.2	DEL	2	0.4%	No
OR4M2		15q11.2	DEL	2	0.4%	No
OR4N3P		15q11.2	DEL	2	0.4%	No
OR4F6		15q26.3	AMP	2	0.4%	No
OR4F15		15q26.3	AMP	2	0.4%	No
OR4F13P		15q26.3	AMP	2	0.4%	No
C1QTNF8		16p13.3	AMP	2	0.4%	No
PINLYP		19q13.31	AMP	2	0.4%	No
OR10K2		1q23.1	AMP	2	0.4%	No
OR10K1		1q23.1	AMP	2	0.4%	No
OR6Y1		1q23.1	AMP	2	0.4%	No
OR6K3		1q23.1	AMP	2	0.4%	No
VSIG8		1q23.2	AMP	2	0.4%	No
LOC391322		22q11.23	AMP	2	0.4%	No
USP17L6P		4p16.1	AMP	2	0.4%	No
USP17L9P		4p16.1	AMP	2	0.4%	No
CTSL3P		9q21.33	AMP	2	0.4%	No
LOC392364		9q22.1	AMP	2	0.4%	No
OR13C2		9q31.1	AMP	2	0.4%	No
LOC392452		Xp11.3	AMP	2	0.4%	No
CXXC1P1		Xp11.23	AMP	2	0.4%	No
MUC21		6p21.33	AMP	2	0.4%	No
SLC25A35		17p13.1	AMP	2	0.4%	No
RPL13AP17		7q21.11	AMP	2	0.4%	No
LINC00701		10p15.3	DEL	2	0.4%	No
SPRNP1		10q26.3	AMP	2	0.4%	No
NAV2-AS4		11p15.1	DEL	2	0.4%	No
NAV2-AS4		11p15.1	AMP	2	0.4%	No
HNRNPKP3		11p12	DEL	2	0.4%	No
FLJ42102		11q13.4	AMP	2	0.4%	No
C11ORF87		11q22.3	AMP	2	0.4%	No
COLCA1		11q23.1	AMP	2	0.4%	No
C11ORF88		11q23.1	AMP	2	0.4%	No
ANKRD20A19P		13q12.12	AMP	2	0.4%	No
SERTM1		13q13.3	AMP	2	0.4%	No
LINC00547		13q13.3	AMP	2	0.4%	No
LINC00548		13q14.11	AMP	2	0.4%	No
TUSC8		13q14.11	AMP	2	0.4%	No
C14ORF180		14q32.33	AMP	2	0.4%	No
HERC2P2		15q11.2	DEL	2	0.4%	No
FAM174B		15q26.1	AMP	2	0.4%	No
LINC01197		15q26.2	AMP	2	0.4%	No
C17ORF97		17p13.3	AMP	2	0.4%	No
GRAPL		17p11.2	AMP	2	0.4%	No
LOC400655		18q22.3	DEL	2	0.4%	No
LOC400655		18q22.3	AMP	2	0.4%	No
LINC00909		18q22.3	DEL	2	0.4%	No
LINC00909		18q22.3	AMP	2	0.4%	No
C18ORF65		18q23	AMP	2	0.4%	No
C1ORF226		1q23.3	AMP	2	0.4%	No
LINC01344		1q25.3	AMP	2	0.4%	No
C20ORF202		20p13	AMP	2	0.4%	No
CHCHD10		22q11.23	AMP	2	0.4%	No
TPTEP2		22q13.1	DEL	2	0.4%	No
TPTEP2		22q13.1	AMP	2	0.4%	No
IL17REL		22q13.33	AMP	2	0.4%	No
LINC01121		2p21	AMP	2	0.4%	No
LINC00960		3p12.3	DEL	2	0.4%	No
C3ORF85		3q13.13	DEL	2	0.4%	No
LINC01205		3q13.13	DEL	2	0.4%	No
FLJ42393		3q27.3	DEL	2	0.4%	No
PRR27		4q13.3	DEL	2	0.4%	No
LINC01061		4q26	DEL	2	0.4%	No
C4ORF3		4q26	DEL	2	0.4%	No
LINC01060		4q35.2	AMP	2	0.4%	No
LINC01011		6p25.2	AMP	2	0.4%	No
HTATSF1P2		6p25.2	AMP	2	0.4%	No
STMND1		6p22.3	AMP	2	0.4%	No
CASC15		6p22.3	AMP	2	0.4%	No
MCCD1		6p21.33	AMP	2	0.4%	No
SAPCD1		6p21.33	AMP	2	0.4%	No
DKFZP451B082		6q26	DEL	2	0.4%	No
TCP10L2		6q27	DEL	2	0.4%	No
LINC00242		6q27	DEL	2	0.4%	No
LINC01624		6q27	DEL	2	0.4%	No
ZNF815P		7p22.1	AMP	2	0.4%	No
LRRD1		7q21.2	AMP	2	0.4%	No
C9ORF170		9q21.33	AMP	2	0.4%	No
CENPP		9q22.31	AMP	2	0.4%	No
SNX30		9q32	AMP	2	0.4%	No
ZNF674-AS1		Xp11.3	AMP	2	0.4%	No
OR51T1		11p15.4	AMP	2	0.4%	No
OR51A4		11p15.4	AMP	2	0.4%	No
OR51A2		11p15.4	AMP	2	0.4%	No
VWC2L		2q34-q35	DEL	2	0.4%	No
IFITM10		11p15.5	AMP	2	0.4%	No
APOBEC4		1q25.3	AMP	2	0.4%	No
C6ORF201		6p25.2	AMP	2	0.4%	No
GTF2H5		6q25.3	DEL	2	0.4%	No
ERVFRD-1		6p24.2	AMP	2	0.4%	No
TAFA1		3p14.1	DEL	2	0.4%	No
MIR17HG		13q31.3	AMP	2	0.4%	No
TNFSF12-TNFSF13		17p13.1	DEL	2	0.4%	No
NOMO3		16p13.11	AMP	2	0.4%	No
FNDC9		5q33.3	AMP	2	0.4%	No
ZNF32-AS1		10q11.21	AMP	2	0.4%	No
ZNF32-AS3		10q11.21	AMP	2	0.4%	No
ZNF32-AS2		10q11.21	AMP	2	0.4%	No
AGAP12P		10q11.22	AMP	2	0.4%	No
LINC00619		10q11.21	AMP	2	0.4%	No
DDI1		11q22.3	AMP	2	0.4%	No
LINC00587		9q31.1	AMP	2	0.4%	No
IDNK		9q21.32	AMP	2	0.4%	No
HCG14		6p22.1	AMP	2	0.4%	No
HCG23		6p21.32	AMP	2	0.4%	No
HCG18		6p22.1	AMP	2	0.4%	No
HCG17		6p22.1	AMP	2	0.4%	No
DENND6B		22q13.33	AMP	2	0.4%	No
PIM3		22q13.33	AMP	2	0.4%	No
ATP5F1EP2		13q12.2	AMP	2	0.4%	No
KRTAP5-5		11p15.5	AMP	2	0.4%	No
LINC00857		10q22.3	AMP	2	0.4%	No
KRTAP5-2		11p15.5	AMP	2	0.4%	No
KRTAP5-6		11p15.5	AMP	2	0.4%	No
PAX6-AS1		11p13	DEL	2	0.4%	No
KRTAP5-7		11q13.4	AMP	2	0.4%	No
KRTAP5-11		11q13.4	AMP	2	0.4%	No
LOC440173		9q21.33	AMP	2	0.4%	No
NF1P2		15q11.2	DEL	2	0.4%	No
GOLGA6L22		15q11.2	DEL	2	0.4%	No
LOC440311		15q26.2	AMP	2	0.4%	No
ANKRD20A5P		18p11.21	AMP	2	0.4%	No
HSBP1L1		18q23	AMP	2	0.4%	No
LOC440700		1q24.1	AMP	2	0.4%	No
MAP1LC3C		1q43	DEL	2	0.4%	No
LINC00851		20p11.23	DEL	2	0.4%	No
MIAT		22q12.1	AMP	2	0.4%	No
ODF3B		22q13.33	AMP	2	0.4%	No
LINC00971		3p12.1	DEL	2	0.4%	No
DUX4L4		4q35.2	AMP	2	0.4%	No
LINC01951		5q35.2	DEL	2	0.4%	No
LINC01951		5q35.2	AMP	2	0.4%	No
LINC00602		6q27	DEL	2	0.4%	No
RNF216P1		7p22.1	AMP	2	0.4%	No
PMS2CL		7p22.1	DEL	2	0.4%	No
PMS2CL		7p22.1	AMP	2	0.4%	No
TYW1B		7q11.22-q11.23	AMP	2	0.4%	No
SPDYE7P		7q11.23	AMP	2	0.4%	No
SPATA31C1		9q22.1	AMP	2	0.4%	No
PTMAP11		9q22.33	AMP	2	0.4%	No
LOC441455		9q22.33	AMP	2	0.4%	No
NUTM2G		9q22.33	AMP	2	0.4%	No
STX17-AS1		9q31.1	AMP	2	0.4%	No
FRG2B		10q26.3	AMP	2	0.4%	No
NBPF18P		1q21.3	AMP	2	0.4%	No
OR10J3		1q23.2	AMP	2	0.4%	No
OR2B3		6p22.1	AMP	2	0.4%	No
OR2J3		6p22.1	AMP	2	0.4%	No
OR14J1		6p22.1	AMP	2	0.4%	No
OR10C1		6p22.1	AMP	2	0.4%	No
XRCC6P5		Xq22.1	DEL	2	0.4%	No
STAG3L3		7q11.23	AMP	2	0.4%	No
STAG3L2		7q11.23	AMP	2	0.4%	No
SPDYE5		7q11.23	AMP	2	0.4%	No
TRIM6-TRIM34		11p15.4	AMP	2	0.4%	No
C9ORF129		9q22.31	AMP	2	0.4%	No
FRG2		4q35.2	AMP	2	0.4%	No
KPRP		1q21.3	AMP	2	0.4%	No
LCE6A		1q21.3	AMP	2	0.4%	No
LRRC18		10q11.23	AMP	2	0.4%	No
IGIP		5q31.3	AMP	2	0.4%	No
CCDC73		11p13	DEL	2	0.4%	No
CCDC73		11p13	AMP	2	0.4%	No
SPANXN1		Xq27.3	DEL	2	0.4%	No
LOC494127		9q21.33	AMP	2	0.4%	No
SLC25A51P4		11p15.1	DEL	2	0.4%	No
RNF165		18q21.1	AMP	2	0.4%	No
TYMSOS		18p11.32	AMP	2	0.4%	No
CLEC18B		16q23.1	AMP	2	0.4%	No
LINC00293		8q11.1	AMP	2	0.4%	No
SPRN		10q26.3	AMP	2	0.4%	No
ARGFX		3q13.33	DEL	2	0.4%	No
LOH12CR2		12p13.2	DEL	2	0.4%	No
LOC541473		7q11.23	AMP	2	0.4%	No
PCOTH		13q12.12	AMP	2	0.4%	No
CCDC157		22q12.2	AMP	2	0.4%	No
ATXN7L3B		12q21.1	DEL	2	0.4%	No
LOC554223		6p21.3	AMP	2	0.4%	No
SNORA10		16p13.3	AMP	2	0.4%	No
ADAMTSL4-AS1		1q21.2	AMP	2	0.4%	No
PRR9		1q21.3	AMP	2	0.4%	No
SCART1		10q26.3	AMP	2	0.4%	No
LINC00589		8p12	AMP	2	0.4%	No
MBOAT4		8p12	AMP	2	0.4%	No
SNORA27		13q12.2	AMP	2	0.4%	No
SNORA52		11p15.5	AMP	2	0.4%	No
SNORD2		3q27.3	DEL	2	0.4%	No
SNORA4		3q27.3	DEL	2	0.4%	No
SNORD95		5q35.3	DEL	2	0.4%	No
SNORD95		5q35.3	AMP	2	0.4%	No
SNORD96A		5q35.3	DEL	2	0.4%	No
SNORD96A		5q35.3	AMP	2	0.4%	No
RPL31P11		1q23.3	AMP	2	0.4%	No
ZNF674		Xp11.3	AMP	2	0.4%	No
TSC22D1-AS1		13q14.11	AMP	2	0.4%	No
MGAT4EP		1q32.1	AMP	2	0.4%	No
KC6		-	AMP	2	0.4%	No
FAM110C		2p25.3	AMP	2	0.4%	No
ZNF876P		4p16.3	DEL	2	0.4%	No
MIR4500HG		13q31.2	DEL	2	0.4%	No
MIR4500HG		13q31.2	AMP	2	0.4%	No
LOC642361		10q22.3	AMP	2	0.4%	No
ADARB2-AS1		10p15.3	DEL	2	0.4%	No
RAD21L1		20p13	AMP	2	0.4%	No
NPIPA3		16p13.11	AMP	2	0.4%	No
NPIPA2		16p13.11	AMP	2	0.4%	No
ZNF487		10q11.21	AMP	2	0.4%	No
LOC643201		5q35.2	DEL	2	0.4%	No
LOC643201		5q35.2	AMP	2	0.4%	No
LINC00452		13q34	DEL	2	0.4%	No
PURPL		5p14.1	AMP	2	0.4%	No
LOC643406		20p12.3	AMP	2	0.4%	No
BRDTP1		Xq21.33	DEL	2	0.4%	No
LOC643542		18q22.1	AMP	2	0.4%	No
ZFP62		5q35.3	DEL	2	0.4%	No
ZFP62		5q35.3	AMP	2	0.4%	No
TMPPE		3p22.3	DEL	2	0.4%	No
RNF222		17p13.1	AMP	2	0.4%	No
ZNF733P		7q11.21	AMP	2	0.4%	No
C18ORF63		18q22.3	DEL	2	0.4%	No
C18ORF63		18q22.3	AMP	2	0.4%	No
BCRP3		22q11.23	AMP	2	0.4%	No
DRGX		10q11.23	AMP	2	0.4%	No
SYCE3		22q13.33	AMP	2	0.4%	No
NR2F2-AS1		15q26.2	AMP	2	0.4%	No
DEFB131A		4p16.1	AMP	2	0.4%	No
NKX2-4		20p11.22	AMP	2	0.4%	No
FAM83G		17p11.2	AMP	2	0.4%	No
LINC02315		14q21.1	AMP	2	0.4%	No
RASSF10		11p15.3	AMP	2	0.4%	No
ALG1L2		3q22.1	DEL	2	0.4%	No
SMIM23		5q35.1	DEL	2	0.4%	No
GAGE2B		Xp11.23	AMP	2	0.4%	No
GAGE13		Xp11.23	AMP	2	0.4%	No
GAGE12G		Xp11.23	AMP	2	0.4%	No
CBX3P2		18p11.32	AMP	2	0.4%	No
FAM86C2P		11q13.2	AMP	2	0.4%	No
LOC645513		4q26	DEL	2	0.4%	No
LHFPL3-AS1		7q22.2	AMP	2	0.4%	No
RPL13AP3		14q22.3	AMP	2	0.4%	No
LINC00520		14q22.3	AMP	2	0.4%	No
TXNRD3NB		3q21.3	DEL	2	0.4%	No
MAGEB17		Xp22.2	AMP	2	0.4%	No
S100A7L2		1q21.3	AMP	2	0.4%	No
RPS18P9		6q25.1	DEL	2	0.4%	No
SPATA31C2		9q22.1	AMP	2	0.4%	No
CBY3		5q35.3	DEL	2	0.4%	No
CBY3		5q35.3	AMP	2	0.4%	No
RAET1K		6q25.1	DEL	2	0.4%	No
POM121L10P		22q11.23	AMP	2	0.4%	No
CHEK2P2		15q11.1	DEL	2	0.4%	No
LRRC77P		3q26.1-q26.2	AMP	2	0.4%	No
BASP1P1		13q12.12	AMP	2	0.4%	No
LOC646214		15q11.2	DEL	2	0.4%	No
CXADRP2		15q11.2	DEL	2	0.4%	No
LINC01704		1q23.1	AMP	2	0.4%	No
AZGP1P1		7q22.1	AMP	2	0.4%	No
COL6A4P2		3q22.1	DEL	2	0.4%	No
REREP3		15q11.2	DEL	2	0.4%	No
TPTE2P1		13q12.13	AMP	2	0.4%	No
SPINK8		3p21.31	AMP	2	0.4%	No
URAD		13q12.2	AMP	2	0.4%	No
LOC646736		2q36.3	DEL	2	0.4%	No
LINC00598		13q14.11	AMP	2	0.4%	No
ASCL5		1q32.1	AMP	2	0.4%	No
GMNC		3q28	AMP	2	0.4%	No
FRG2EP		20q11.1	DEL	2	0.4%	No
PPP1R3G		6p25.1	DEL	2	0.4%	No
PPP1R3G		6p25.1	AMP	2	0.4%	No
LOC650293		4p16.1	AMP	2	0.4%	No
TSSC2		11p15.4	AMP	2	0.4%	No
BEND3P3		10q22.3	AMP	2	0.4%	No
ABCA17P		16p13.3	AMP	2	0.4%	No
GAS6-AS1		13q34	DEL	2	0.4%	No
MIPEPP3		13q12.11	AMP	2	0.4%	No
ANKRD33B		5p15.2	AMP	2	0.4%	No
SNORA48		17p13.1	DEL	2	0.4%	No
SNORD10		17p13.1	DEL	2	0.4%	No
GOLGA8S		15q11.2	DEL	2	0.4%	No
ABCC6P1		16p12.3	AMP	2	0.4%	No
AGAP7P		10q11.22	AMP	2	0.4%	No
FAM153CP		5q35.3	DEL	2	0.4%	No
NCF1		7q11.23	AMP	2	0.4%	No
GSTTP2		22q11.23	AMP	2	0.4%	No
AFDN-DT		6q27	DEL	2	0.4%	No
SCGB1C2		17p13.3	AMP	2	0.4%	No
SFTPA1		10q22.3	AMP	2	0.4%	No
DUX4L7		4q35.2	AMP	2	0.4%	No
DUX4L6		4q35.2	AMP	2	0.4%	No
DUX4L5		4q35.2	AMP	2	0.4%	No
DUX4L3		4q35.2	AMP	2	0.4%	No
GSTT2B		22q11.23	AMP	2	0.4%	No
LOC653712		3q21.3	DEL	2	0.4%	No
OCM		7p22.1	AMP	2	0.4%	No
ZNF732		4p16.3	DEL	2	0.4%	No
PCP4L1		1q23.3	AMP	2	0.4%	No
NCF1B		7q11.23	AMP	2	0.4%	No
NCF1C		7q11.23	AMP	2	0.4%	No
FAM138C		9p24.3	AMP	2	0.4%	No
SCARNA21		17p13.1	AMP	2	0.4%	No
SCARNA22		4p16.3	AMP	2	0.4%	No
LINC00488		3q13.13	DEL	2	0.4%	No
SNORA7B		3q21.3	DEL	2	0.4%	No
SNORA14A		7q11.23	AMP	2	0.4%	No
SNORA20		6q25.3	DEL	2	0.4%	No
SNORA29		6q25.3	DEL	2	0.4%	No
SNORA31		13q14.13	AMP	2	0.4%	No
SNORA38		6p21.33	AMP	2	0.4%	No
SNORA51		20p13	AMP	2	0.4%	No
SNORA54		11p15.4	AMP	2	0.4%	No
SNORA58		3q22.1	DEL	2	0.4%	No
SNORA74B		5q35.1	DEL	2	0.4%	No
SNORA78		16p13.3	AMP	2	0.4%	No
SNORA80A		21q22.11	DEL	2	0.4%	No
SNORA81		3q27.3	DEL	2	0.4%	No
SNORD59B		12q13.3	DEL	2	0.4%	No
SNORD59B		12q13.3	AMP	2	0.4%	No
SNORD32B		6p22.1	AMP	2	0.4%	No
FAM86DP		3p12.3	DEL	2	0.4%	No
SNORA57		11q12.3	AMP	2	0.4%	No
SNORD84		6p21.33	AMP	2	0.4%	No
SNORD86		20p13	AMP	2	0.4%	No
SNORD91A		17p13.3	AMP	2	0.4%	No
SNORD91B		17p13.3	AMP	2	0.4%	No
SNORD93		7p15.3	AMP	2	0.4%	No
SNORD110		20p13	AMP	2	0.4%	No
SNORD117		6p21.33	AMP	2	0.4%	No
INS-IGF2		11p15.5	AMP	2	0.4%	No
LINC00163		21q22.3	AMP	2	0.4%	No
ROCK1P1		18p11.32	AMP	2	0.4%	No
GOLGA6L6		15q11.2	DEL	2	0.4%	No
BHLHA9		17p13.3	AMP	2	0.4%	No
MUC5B		11p15.5	AMP	2	0.4%	No
TLCD2		17p13.3	AMP	2	0.4%	No
LINC02203		15q11.2	DEL	2	0.4%	No
LOC728024		8p11.23	AMP	2	0.4%	No
FAM245A		10q23.2	DEL	2	0.4%	No
LINC01433		20p13	AMP	2	0.4%	No
MAGED4		Xp11.22	AMP	2	0.4%	No
FAM157A		3q29	AMP	2	0.4%	No
CARMN		5q32	AMP	2	0.4%	No
KRTAP19-8		21q22.11	DEL	2	0.4%	No
USP17L24		4p16.1	AMP	2	0.4%	No
USP17L25		4p16.1	AMP	2	0.4%	No
USP17L26		4p16.1	AMP	2	0.4%	No
USP17L27		4p16.1	AMP	2	0.4%	No
USP17L28		4p16.1	AMP	2	0.4%	No
USP17L29		4p16.1	AMP	2	0.4%	No
PARGP1		10q11.22	AMP	2	0.4%	No
LINC01548		21q22.11	DEL	2	0.4%	No
LINC01548		21q22.11	AMP	2	0.4%	No
DUX4L2		4q35.2	AMP	2	0.4%	No
USP17L30		4p16.1	AMP	2	0.4%	No
LINC00687		20p12.2	AMP	2	0.4%	No
SPDYE8P		7q11.23	AMP	2	0.4%	No
LOC728554		5q35.3	DEL	2	0.4%	No
CCDC169		13q13.3	AMP	2	0.4%	No
DCDC2C		2p25.3	AMP	2	0.4%	No
PCAT18		18q11.2	AMP	2	0.4%	No
SDHAP3		5p15.33	AMP	2	0.4%	No
LOC728613		5p15.33	AMP	2	0.4%	No
ASB9P1		15q26.1	AMP	2	0.4%	No
MEIKIN		5q31.1	AMP	2	0.4%	No
HULC		6p24.3	DEL	2	0.4%	No
HULC		6p24.3	AMP	2	0.4%	No
FRMPD2B		10q11.22	AMP	2	0.4%	No
FAM182B		20p11.1	DEL	2	0.4%	No
TEX46		1p36.12	AMP	2	0.4%	No
NBAT1		6p22.3	AMP	2	0.4%	No
SPACA5B		Xp11.23	AMP	2	0.4%	No
SFTPA2		10q22.3	AMP	2	0.4%	No
NUTM2B		10q22.3	AMP	2	0.4%	Yes
